"exercise_id","assignment_id","SHA2(CONCAT(vs.user_id+'secret'), 224)","response","title","description","task_json"
"50888","7277","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","BubbleSort","Warum sind Sortierverfahren die darauf beruhen Fehlstellungen von Nachbarn zu beheben im best-case besser als n*log(n)?","{""answers"":[{""text"":""Bei einem sortierten Array gibt es keine Fehlstellungen. Das Array muss deshalb nur einmal durchlaufen werden."",""score"":1}]}"
"50887","7277","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Sortieren von Nachbarn","Was ist die gemeinsame Grundidee von Sortierverfahren die auf Nachbartäuschen basieren?","{""answers"":[{""text"":""Die Sortierverfahren beruhen darauf benachbarte Elemente zu vergleichen und  Fehlstellungen zu korrigieren. Das Array wird so lange durchlaufen, bis alle Nachbarn richtig sortiert sind."",""score"":1}]}"
"50886","7277","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Ineffizienz von SelectionSort","Was macht SelectionSort so ineffizient?","{""answers"":[{""text"":""Die f\u00fcr die Bestimmung des gr\u00f6\u00dften Elementes gemachten Vergleiche werden nicht wiederverwendet."",""score"":1}]}"
"50884","7277","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Grund fürs Sortieren","Warum macht es Sinn eine Menge zu sortieren?","{""answers"":[{""text"":""Das durchsuchen einer sortierten Menge ist deutlich schneller."",""score"":1}]}"
"50885","7277","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Idee von SelectionSort","Was ist die Idee von SelectionSort?","{""answers"":[{""text"":""Die Idee ist, iterativ das gr\u00f6\u00dfte Element aus dem aktuellen Array auszusortieren."",""score"":1}]}"
"50807","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Definition Operation","Was ist eine Operation?","{""answers"":[{""text"":""Eine Operation ist eine gruppierung von Anweisungen zu einem Ausf\u00fchrungskontext."",""score"":1}]}"
"50808","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Funktion von Operationen","Wozu dienen Operationen?","{""answers"":[{""text"":""Operationen k\u00f6nnen an verschiedenen Stellen verwendet werden und ersparen somit Code. Sie dienen au\u00dferdem zur Strukturierung des Codes in semantisch zusammenh\u00e4ngende Teilabschnitte."",""score"":1}]}"
"50809","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Signatur in Java","Was gehört zu der Signatur einer Operation in Java?","{""answers"":[{""text"":""Zur Signatur einer Operation in Java geh\u00f6ren der Name und die Parameter, insbesondere die Parameterzahl und Reihenfolge der Typen."",""score"":1}]}"
"50810","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Funktion der Signatur","Wozu dient eine Signatur?","{""answers"":[{""text"":""Die Signatur dient zur eindeutigen Identifikation einer Operation."",""score"":1}]}"
"50811","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Definition Parameter","Was ist ein Parameter?","{""answers"":[{""text"":""Ein Parameter ist eine lokale Variable eine Operation, die beim Aufruf von au\u00dfen mit einem Wert versehen werden kann."",""score"":1}]}"
"50893","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Mit der Methode heapify.""]","Heap Initiierung","Wie wird der initiale Heap aus einem Binärbaum erstellt?","{""answers"":[{""text"":""Es wird in der vorletzten Ebene angefangen und in den Ebenen aufsteigend aus jedem Teilbaum des Bin\u00e4rbaumes ein Heap erstellt. Alle Bl\u00e4tter des Bin\u00e4rbaumes sind bereits Heaps und k\u00f6nnen daher ausgelassen werden."",""score"":1}]}"
"50812","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Definition lokale Variable","Was ist eine lokale Variable?","{""answers"":[{""text"":""Eine lokale Variable ist eine Variable die nur in einem bestimmten Kontext (Scope) definiert ist."",""score"":1}]}"
"50813","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Scope von Variablen","An welche Strukturellen Einheiten können Variable in Java gebunden werden?","{""answers"":[{""text"":""Variable in Java k\u00f6nnen an Bl\u00f6cke, Funktionen, Instanzen und Klassen gebunden werden."",""score"":1}]}"
"50894","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Eine Operation, die sich direkt oder indirekt selber auruft.""]","Rekursion","Was ist eine rekursive Operation?","{""answers"":[{""text"":""Das ist eine Operation, die sich selbst wieder aufruft."",""score"":1}]}"
"50814","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Definition globale Variable","Was ist eine globale Variable?","{""answers"":[{""text"":""Eine globale Variable ist eine auf welche von \u00fcberall innerhalb eines zugegriffen werden kann."",""score"":1}]}"
"50815","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Grund für lokale Variablen","Warum sind nicht einfach alle Variablen global?","{""answers"":[{""text"":""Das binden von Variablen an bestimmte Ausf\u00fchrungskontexte spart Speicherplatz und erlaubt die unabh\u00e4ngige Wiederverwendung von Variablennamen in verschiedenen Kontexten."",""score"":1}]}"
"50895","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""Man teilt ein gegebenes Array so lange in der H\u00e4lfte, bis es maximal aus 2 Werten besteht, diese kann man leicht sortieren, danach werden die Teilarrays zusammengemischt.""]","Idee MergeSort","Was ist die Idee des rekursiven MergeSort Algorithmus?","{""answers"":[{""text"":""Der Mergesort Algorithmus halbiert die zu sortierende Menge, sofern die Menge mehr als zwei Elemente enth\u00e4lt. Anschlie\u00dfend ruft er sich selbst an beiden Teilmenge auf, bevor er die sortierten Ergebnisse dann zusammenf\u00fcgt. Eine Menge von 2 oder weniger Elementen wird einfach sortiert zur\u00fcckgegeben."",""score"":1}]}"
"50816","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Werterhaltung zwischen Operationen","Wie kann man Werte zwischen Operationen erhalten?","{""answers"":[{""text"":""Werte k\u00f6nnen \u00fcber Parameter und R\u00fcckgabewerte weitergegeben werden oder in einem gr\u00f6\u00dferen Kontext wie zum Beispiel einer Klasse oder global definiert werden."",""score"":1}]}"
"50896","7277","dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614","[""""]","Laufzeitherleitung MergeSort","Stellen Sie sich die rekursive Aufteilung der zu sortierenden Menge in einem Binärbaum vor. Erklären sie anhand der Struktur dieses Binärbaumes warum MergeSort in der Laufzeitklasse O(n*log(n)) liegt.","{""answers"":[{""text"":""Auf jeder Ebene des Baumes sind alle n Elemente vorhanden. Beim mischen m\u00fcssen also auf jeder Ebene insgesamt n Elemente wieder vermischt werden. Der Baum hat maximal log(n) Ebenen. Es m\u00fcssen also log(n) mal alle n Elemente gemischt werden."",""score"":1}]}"
"50817","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","""Call by value""","Was ist das Prinzip von “call by value”?","{""answers"":[{""text"":""\u201cCall by value\u201d bedeutet, dass bei der Parameter\u00fcbergabe die Kopie des Wertes einer Variablen \u00fcbergeben wird, sodass \u00c4nderungen dieses Wertes innerhalb der Funktion keinen Effekte auf den urspr\u00fcnglichen Wert hat."",""score"":1}]}"
"50818","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","""Call by reference""","Was ist das Prinzip von “call by reference”?","{""answers"":[{""text"":""\u201cCall by reference\u201d bedeutet, dass bei der Parameter\u00fcbergabe die Referenz selber \u00fcbergeben wird, sodass \u00c4nderungen der Referenz selber auch \u00fcber die Operation hinaus bestehen bleiben."",""score"":1}]}"
"50819","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Funktion von Paketen in Java","Wozu dienen Pakete in Java?","{""answers"":[{""text"":""Pakete k\u00f6nnen genutzt werden um Klassen semantisch zu gruppieren und gemeinsam verf\u00fcgbar zu machen."",""score"":1}]}"
"50820","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Paketzuordnung","Wie werden Klassen in Java einem Paket zugeordnet?","{""answers"":[{""text"":""Die Dateien der zum Paket zugeh\u00f6rigen Klassen m\u00fcssen im selben Verzeichnis liegen und dem Paket mit der Anweisung 'package <Verzeichnispfad>' hinzugef\u00fcgt werden."",""score"":1}]}"
"50821","7263","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Sichtbarkeits Modifikatoren","Wozu dienen Modifikatoren public und private in Java?","{""answers"":[{""text"":""Die Modifikatoren regeln die Sichtbarkeit und Zugriffsberechtigungen von Feldern und Operationen von Klassen. Mit public deklarierte Felder sind von \u00fcberall sichtbar wohingegen mit private deklarierte Felder nur innerhalb der eigenen Klasse verf\u00fcgbar sind."",""score"":1}]}"
"50724","7253","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Zeitkomplexität von Algorithmen","Wie wird die Zeitkomplexität von Algorithmen angegeben?","{""answers"":[{""text"":""Die Zeitkomplexit\u00e4t wird \u00fcber die Anzahl an ben\u00f6tigten Rechenschritten in Abh\u00e4ngigkeit von der Eingabegr\u00f6\u00dfe angegeben."",""score"":1}]}"
"50726","7253","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Komplexität Sortieren von Strings","Warum ist die Laufzeit für das Sortieren von Strings im Gegensatz zu Integern nicht allein von der Anzahl der zu sortierenden Elemente abhängig?","{""answers"":[{""text"":""Weil die L\u00e4nge eines Strings theoretisch keine obere Schranke besitzt. Die Laufzeit f\u00fcr den Vergleich von zwei Strings ist daher nicht konstant, sondern von der L\u00e4nge der Strings abh\u00e4ngig."",""score"":1}]}"
"50727","7253","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","O-Notation","Was wird über die O-Notation angegeben?","{""answers"":[{""text"":""Die O-Notation beschreibt eine obere Schranke f\u00fcr die Wachstumsrate einer Funktion."",""score"":1}]}"
"50728","7253","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","O(1)","Was bedeutet eine Laufzeitangabe von O(1)?","{""answers"":[{""text"":""O(1) bedeutet, dass der Algorithmus unabh\u00e4ngig von der Eingabe eine konstante Anzahl an Rechenschritten ben\u00f6tigt."",""score"":1}]}"
"50730","7253","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Lineare Suche","Beschreibe das Vorgehen bei der lineare Suche.","{""answers"":[{""text"":""Jedes Element der zu durchsuchenden Menge wird der Reihe nach mit dem gesuchten Element verglichen."",""score"":1}]}"
"50731","7253","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Binäre Suche","Beschreibe das Vorgehen bei der binären Suche.","{""answers"":[{""text"":""Es wird immer nur das mittlere Element der noch zu durchsuchenden Menge mit dem gesuchten Element verglichen. Die anschlie\u00dfend noch zu durchsuchende Menge ist jeweils diejenige H\u00e4lfte der Menge welche bez\u00fcglich des Suchkriteriums im gleichen Verh\u00e4ltnis zum mittleren Element steht, wie das zu suchende Element."",""score"":1}]}"
"50732","7253","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Kriterium für binäre Suche","Welches Kriterium muss eine Menge von Elementen erfüllen, damit die binäre Suche angewandt werden kann?","{""answers"":[{""text"":""Die Menge muss sortiert sein."",""score"":1}]}"
"50733","7253","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Vorteil der binären Suche","Warum ist die binäre Suche der linearen vorzuziehen?","{""answers"":[{""text"":""Die bin\u00e4re Suche hat eine deutlich geringere Laufzeit."",""score"":1}]}"
"50713","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Datentyp Char","Was repräsentiert der Datentyp Char?","{""answers"":[{""text"":""Der Datentyp Char repr\u00e4sentiert einzelne Zeichen."",""score"":1}]}"
"50714","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Definition Typecasting","Was versteht man unter Typecasting?","{""answers"":[{""text"":""Darunter versteht man die Umwandlung des Datentyps eines bestimmten Wertes in einen anderen."",""score"":1}]}"
"50712","7252","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Sichern einem Wert einen Typ zu.""]","Funktion von Datentypen","Was ist die Funktion von Datentypen?","{""answers"":[{""text"":""Datentypen dienen zur unterschiedlichen semantischen Interpretation von bin\u00e4ren Werten."",""score"":1}]}"
"50715","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Addition von Chars","Warum ergibt die Operation ‘a’ + ‘b’ 195 und nicht “ab”?","{""answers"":[{""text"":""Chars sind intern als 16 bit Bin\u00e4rzahlen repr\u00e4sentiert. Bei einer Rechenoperation mit Chars werden diese als Integer interpretiert."",""score"":1}]}"
"50714","7252","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Unter Typecasting versteht man die Umwandlung von einem in einen anderen Datentyp.""]","Definition Typecasting","Was versteht man unter Typecasting?","{""answers"":[{""text"":""Darunter versteht man die Umwandlung des Datentyps eines bestimmten Wertes in einen anderen."",""score"":1}]}"
"50716","7252","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Weil Addition von Strings anders funktioniert als von einzelnen Variablen.""]","Addition von Strings","Warum ergibt die Operation “a” + “b” “ab” und nicht 195?","{""answers"":[{""text"":""Strings sind intern als Zeichenketten gespeichert. Der \u2018+\u2019 Operator vollf\u00fchrt also eine Verkettung der einzelnen Ketten."",""score"":1}]}"
"50717","7252","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Werte von Strings werden als Referenzen gespeichert (call-by-reference), Werte von Datentypen als einzelne Werte (call-by-value).""]","Wert von Objecten vs primitiven Datentypen","Was ist der konzeptuelle Unterschied zwischen dem Wert einer String Variablen und dem eines primitiven Datentyps?","{""answers"":[{""text"":""Die Variable eines primitiven Datentyps speichert den Inhalt an sich. Die Variable eines Strings, also eines Objektes, hat als Wert eine Referenz auf den eigentlichen Inhalt im Speicher."",""score"":1}]}"
"50716","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Addition von Strings","Warum ergibt die Operation “a” + “b” “ab” und nicht 195?","{""answers"":[{""text"":""Strings sind intern als Zeichenketten gespeichert. Der \u2018+\u2019 Operator vollf\u00fchrt also eine Verkettung der einzelnen Ketten."",""score"":1}]}"
"50718","7252","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Er vergleicht ob die Werte zwischen denen er steht identisch sind. bei Strings vergleicht er, ob die Strings auf die gleiche referenz verweisen, nicht aber ob deren inhalt gleich ist.""]","Funktion vom Vergleichsoperator `==`?","Was macht der Vergleichsoperator `==` ?","{""answers"":[{""text"":""Er vergleicht den Wert von Variablen."",""score"":1}]}"
"50719","7252","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Das ist m\u00f6glich, da Strings beim Anlegen eine Referenz bekommen. Legt man einen leeren String an und gibt diesem erst sp\u00e4ter einen Wert, so wird die Referenz nicht ver\u00e4ndert, auch wenn es bereits eine Referenz mit jenem Inhalt gibt.""]","Vergleichen von Strings","Wie ist es möglich, dass inhaltsgleiche Strings vom Vergleichsoperator `==` als ungleich bewertet werden?","{""answers"":[{""text"":""Beim Vergleichen von Strings mit dem Vergleichsoperator `==` werden die Referenzen verglichen und nicht die Zeichenketten an sich."",""score"":1}]}"
"50721","7252","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Ein neuer String mit neuer Referenz wird angelegt.""]","Keyword `new`","Was passiert bei der Anweisung new String()?","{""answers"":[{""text"":""Das Keyword `new` erzeugt einen neuen, leeren String im Speicher und gibt anschlie\u00dfend die Referenz auf diesen String zur\u00fcck."",""score"":1}]}"
"50717","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Wert von Objecten vs primitiven Datentypen","Was ist der konzeptuelle Unterschied zwischen dem Wert einer String Variablen und dem eines primitiven Datentyps?","{""answers"":[{""text"":""Die Variable eines primitiven Datentyps speichert den Inhalt an sich. Die Variable eines Strings, also eines Objektes, hat als Wert eine Referenz auf den eigentlichen Inhalt im Speicher."",""score"":1}]}"
"50722","7252","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Ein Array ist Sammlung von Werten. Jeder Wert hat einen Index, unter dem er im Array gespeichert wird und abgerufen werden kann, \u00e4hnlich einer Tabelle.""]","Datenstruktur Array","Was ist ein Array?","{""answers"":[{""text"":""Ein Array ist eine Datenstruktur, die eine Sequenz von Variablen gleichen Typs enth\u00e4lt."",""score"":1}]}"
"50723","7252","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Der Zugriff erfolgt \u00fcber Indizes, die die Elemente durchnummerieren. Diese beginnen bei 0 bis n, wobei n die Anzahl der Elemente -1.""]","Array Zugriff","Wodurch wird gewährleistet, dass in einem Array auf einzelne Element zugegriffen werden kann? Wie erfolgt der Zugriff?","{""answers"":[{""text"":""Die einzelnen Eintr\u00e4ge sind durchnummeriert. Man kann durch die Angabe ihres Indices auf sie zugreifen."",""score"":1}]}"
"50718","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Funktion vom Vergleichsoperator `==`?","Was macht der Vergleichsoperator `==` ?","{""answers"":[{""text"":""Er vergleicht den Wert von Variablen."",""score"":1}]}"
"50719","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Vergleichen von Strings","Wie ist es möglich, dass inhaltsgleiche Strings vom Vergleichsoperator `==` als ungleich bewertet werden?","{""answers"":[{""text"":""Beim Vergleichen von Strings mit dem Vergleichsoperator `==` werden die Referenzen verglichen und nicht die Zeichenketten an sich."",""score"":1}]}"
"50724","7253","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Absch\u00e4tzung nach oben, O-Form""]","Zeitkomplexität von Algorithmen","Wie wird die Zeitkomplexität von Algorithmen angegeben?","{""answers"":[{""text"":""Die Zeitkomplexit\u00e4t wird \u00fcber die Anzahl an ben\u00f6tigten Rechenschritten in Abh\u00e4ngigkeit von der Eingabegr\u00f6\u00dfe angegeben."",""score"":1}]}"
"50720","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Wertzuweisung zwischen Strings","Was passiert bei der Wertzuweisung von einer String-Variablen zu einer Anderen?","{""answers"":[{""text"":""Die Referenz wird kopiert. Danach zeigen beide String-Variablen auf dieselbe Zeichenkette."",""score"":1}]}"
"50721","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Keyword `new`","Was passiert bei der Anweisung new String()?","{""answers"":[{""text"":""Das Keyword `new` erzeugt einen neuen, leeren String im Speicher und gibt anschlie\u00dfend die Referenz auf diesen String zur\u00fcck."",""score"":1}]}"
"50722","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Datenstruktur Array","Was ist ein Array?","{""answers"":[{""text"":""Ein Array ist eine Datenstruktur, die eine Sequenz von Variablen gleichen Typs enth\u00e4lt."",""score"":1}]}"
"50723","7252","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Array Zugriff","Wodurch wird gewährleistet, dass in einem Array auf einzelne Element zugegriffen werden kann? Wie erfolgt der Zugriff?","{""answers"":[{""text"":""Die einzelnen Eintr\u00e4ge sind durchnummeriert. Man kann durch die Angabe ihres Indices auf sie zugreifen."",""score"":1}]}"
"50730","7253","f09265efb456b0336079ad5b238daa1e38a11b1d71cc0e1a4e8edd56","[""Bei der linearen Suche wird ein Array der Reihe nach durchgegangen und jedes Element nacheinander mit dem gesuchten verglichen. Die Suche endet, wenn das gesuchte Element gefunden wurde.""]","Lineare Suche","Beschreibe das Vorgehen bei der lineare Suche.","{""answers"":[{""text"":""Jedes Element der zu durchsuchenden Menge wird der Reihe nach mit dem gesuchten Element verglichen."",""score"":1}]}"
"50725","7253","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Definition Rechenschritt","Wie ist ein Rechenschritt definiert?","{""answers"":[{""text"":""Ein einzelner Rechenschritt hat einen Zeitaufwand von konstanter Gr\u00f6\u00dfe."",""score"":1}]}"
"50817","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""Der Wert wurde kopiert und \u00fcbergeben""]","""Call by value""","Was ist das Prinzip von “call by value”?","{""answers"":[{""text"":""\u201cCall by value\u201d bedeutet, dass bei der Parameter\u00fcbergabe die Kopie des Wertes einer Variablen \u00fcbergeben wird, sodass \u00c4nderungen dieses Wertes innerhalb der Funktion keinen Effekte auf den urspr\u00fcnglichen Wert hat."",""score"":1}]}"
"50818","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""Bei der Parameter\u00fcbergabe wird eine Kopie der Referenz der Variable \u00fcbergeben. Die Ver\u00e4nderung des Parameters hat somit Auswirkungen auf den Inhalt der Variable""]","""Call by reference""","Was ist das Prinzip von “call by reference”?","{""answers"":[{""text"":""\u201cCall by reference\u201d bedeutet, dass bei der Parameter\u00fcbergabe die Referenz selber \u00fcbergeben wird, sodass \u00c4nderungen der Referenz selber auch \u00fcber die Operation hinaus bestehen bleiben."",""score"":1}]}"
"50819","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""Pakete sind Sammlungen zusammengeh\u00f6renden Klassen.""]","Funktion von Paketen in Java","Wozu dienen Pakete in Java?","{""answers"":[{""text"":""Pakete k\u00f6nnen genutzt werden um Klassen semantisch zu gruppieren und gemeinsam verf\u00fcgbar zu machen."",""score"":1}]}"
"50729","7253","7ebcf3b9ef35fe76d66c5072fb88be899ba8b0a38086df39120787dc","[""""]","Rechenschritte vs Sekunden","Was ist der Vorteil einer Angabe in Rechenschritten gegenüber einer Angabe in Sekunden oder der Zahl der Maschinenbefehle?","{""answers"":[{""text"":""Die Angabe in Rechenschritten ist unabh\u00e4ngig von der jeweiligen Umsetzung in einer Programmiersprachen und den Hardware Eigenschaften eines Computers wie Taktfrequenzen und Prozessorarchitekturen."",""score"":1}]}"
"50820","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""Um einen Klasse einem Paket zuzuordnen, muss die Klasse in einem Verzeichnis sein, das dem Paketnamen entspricht. In der Java Daten muss zu Beginn das Paket angegeben werden.""]","Paketzuordnung","Wie werden Klassen in Java einem Paket zugeordnet?","{""answers"":[{""text"":""Die Dateien der zum Paket zugeh\u00f6rigen Klassen m\u00fcssen im selben Verzeichnis liegen und dem Paket mit der Anweisung 'package <Verzeichnispfad>' hinzugef\u00fcgt werden."",""score"":1}]}"
"50820","7263","8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5","[""""]","Paketzuordnung","Wie werden Klassen in Java einem Paket zugeordnet?","{""answers"":[{""text"":""Die Dateien der zum Paket zugeh\u00f6rigen Klassen m\u00fcssen im selben Verzeichnis liegen und dem Paket mit der Anweisung 'package <Verzeichnispfad>' hinzugef\u00fcgt werden."",""score"":1}]}"
"50821","7263","8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5","[""Private bedeutet, dass man nur von innerhalb der Klasse auf die Variable bzw. Methode zugreifen kann, public bedeutet, dass man sie auch von auerhalb aufrufen bzw. ver\u00e4ndern kann.""]","Sichtbarkeits Modifikatoren","Wozu dienen Modifikatoren public und private in Java?","{""answers"":[{""text"":""Die Modifikatoren regeln die Sichtbarkeit und Zugriffsberechtigungen von Feldern und Operationen von Klassen. Mit public deklarierte Felder sind von \u00fcberall sichtbar wohingegen mit private deklarierte Felder nur innerhalb der eigenen Klasse verf\u00fcgbar sind."",""score"":1}]}"
"50884","7277","8416c38cc898f1ac7cc9d64e89dab1f70f5ddab002a5b2a1713f93f5","[""Es macht es einfacher, dinge zu suchen.""]","Grund fürs Sortieren","Warum macht es Sinn eine Menge zu sortieren?","{""answers"":[{""text"":""Das durchsuchen einer sortierten Menge ist deutlich schneller."",""score"":1}]}"
"50821","7263","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""public und private sind Sichtbarkeiten. Durch sie kann man den Zugriff auf Attribute von au\u00dfen regulieren. Durch die Sichtbarkeit public k\u00f6nnen alle Klassen auf das Attribut zugreifen, durch die Sichtbarkeit private kann nur die Klasse selber darauf zugreifen.""]","Sichtbarkeits Modifikatoren","Wozu dienen Modifikatoren public und private in Java?","{""answers"":[{""text"":""Die Modifikatoren regeln die Sichtbarkeit und Zugriffsberechtigungen von Feldern und Operationen von Klassen. Mit public deklarierte Felder sind von \u00fcberall sichtbar wohingegen mit private deklarierte Felder nur innerhalb der eigenen Klasse verf\u00fcgbar sind."",""score"":1}]}"
"50884","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""Somit wird die Suche eines Elementes um einiges erleichtert und verschnellert.""]","Grund fürs Sortieren","Warum macht es Sinn eine Menge zu sortieren?","{""answers"":[{""text"":""Das durchsuchen einer sortierten Menge ist deutlich schneller."",""score"":1}]}"
"50885","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""Wir gehen davon aus das unser erstes Element das Minimum ist.\r\n1. Wir vergleichen das Minimum mit allen anderen Elementen.\r\n2. Wenn wir ein kleineres Element finden wir dieses zum Minimum.\r\n3. Wir wiederholen schritt 1-2 bis kein kleineres Element gefunden wird. Das Minimum wird an Stelle unseres aller ersten Minimums gesetzt.\r\n4. Wir gehen an die zweite Stelle und wiederholen schritt 1-3""]","Idee von SelectionSort","Was ist die Idee von SelectionSort?","{""answers"":[{""text"":""Die Idee ist, iterativ das gr\u00f6\u00dfte Element aus dem aktuellen Array auszusortieren."",""score"":1}]}"
"50886","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""Wir vergleichen jedes Element mit jedem, auch wenn die Datenstruktur vorsortiert ist.""]","Ineffizienz von SelectionSort","Was macht SelectionSort so ineffizient?","{""answers"":[{""text"":""Die f\u00fcr die Bestimmung des gr\u00f6\u00dften Elementes gemachten Vergleiche werden nicht wiederverwendet."",""score"":1}]}"
"50887","7277","b51d18b551043c1f145f22dbde6f8531faeaf68c54ed9dd79ce24d17","[""Nacheinander werden zwei aufeinanderfolgende Elemente im Array miteinander verglichen und eventuell getauscht. Solange bis kein Tausch mehr durchgef\u00fchrt wird.""]","Sortieren von Nachbarn","Was ist die gemeinsame Grundidee von Sortierverfahren die auf Nachbartäuschen basieren?","{""answers"":[{""text"":""Die Sortierverfahren beruhen darauf benachbarte Elemente zu vergleichen und  Fehlstellungen zu korrigieren. Das Array wird so lange durchlaufen, bis alle Nachbarn richtig sortiert sind."",""score"":1}]}"
